SRA_Run	Biosample	Laboratory	Date	Country	Download_path	LibraryStrategy	Platform
SRR11637291	SAMN14765068	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637291/SRR11637291.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637290	SAMN14765069	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637290/SRR11637290.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637289	SAMN14765070	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-21	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637289/SRR11637289.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637285	SAMN14765072	WA State Department of Health	2020-02-22	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637285/SRR11637285.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637283	SAMN14765073	WA State Department of Health	2020-02-22	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637283/SRR11637283.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637281	SAMN14765074	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-24	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637281/SRR11637281.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637280	SAMN14765075	NV State Public Health Laboratory	2020-03-04	USA: New York	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637280/SRR11637280.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637272	SAMN14765082	SC Dept of Health and Env. Control-Bureau of Laboratories	2020-03-05	USA: South Carolina	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637272/SRR11637272.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637271	SAMN14765083	SC Dept of Health and Env. Control-Bureau of Laboratories	2020-03-07	USA: South Carolina	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637271/SRR11637271.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637268	SAMN14765086	NJ Public Health and Environmental Laboratories	2020-03-04	USA: New Jersey	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637268/SRR11637268.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637255	SAMN14765098	IA State Hygienic Laboratory	2020-03-07	USA: Iowa	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637255/SRR11637255.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637349	SAMN14765099	IA State Hygienic Laboratory	2020-03-07	USA: Iowa	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637349/SRR11637349.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637254	SAMN14765100	IA State Hygienic Laboratory	2020-03-08	USA: Iowa	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637254/SRR11637254.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637253	SAMN14765101	IA State Hygienic Laboratory	2020-03-08	USA: Iowa	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637253/SRR11637253.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637252	SAMN14765102	IA State Hygienic Laboratory	2020-03-08	USA: Iowa	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637252/SRR11637252.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637250	SAMN14765104	TX DSHS, Lab Services Section MC 1947	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637250/SRR11637250.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637249	SAMN14765105	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637249/SRR11637249.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637248	SAMN14765106	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637248/SRR11637248.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637247	SAMN14765107	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637247/SRR11637247.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637246	SAMN14765108	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637246/SRR11637246.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637244	SAMN14765109	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637244/SRR11637244.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637243	SAMN14765110	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637243/SRR11637243.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637242	SAMN14765111	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637242/SRR11637242.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637241	SAMN14765112	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637241/SRR11637241.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637240	SAMN14765113	NE Public Health Laboratory	2020-02-17	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637240/SRR11637240.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637239	SAMN14765114	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637239/SRR11637239.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637238	SAMN14765115	TX DSHS, Lab Services Section MC 1947	2020-02-20	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637238/SRR11637238.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637237	SAMN14765116	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-20	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637237/SRR11637237.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637236	SAMN14765117	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-20	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637236/SRR11637236.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637235	SAMN14765118	TX DSHS, Lab Services Section MC 1947	2020-02-25	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637235/SRR11637235.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637233	SAMN14765119	TX DSHS, Lab Services Section MC 1947	2020-02-25	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637233/SRR11637233.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637232	SAMN14765120	TX DSHS, Lab Services Section MC 1947	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637232/SRR11637232.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637231	SAMN14765121	TX DSHS, Lab Services Section MC 1947	2020-02-18	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637231/SRR11637231.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637230	SAMN14765122	WA State Department of Health	2020-02-22	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637230/SRR11637230.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637229	SAMN14765123	TX DSHS, Lab Services Section MC 1947	2020-02-23	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637229/SRR11637229.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637227	SAMN14765125	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-24	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637227/SRR11637227.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637226	SAMN14765126	CDPH, Viral and Rickettsial Disease Laboratory	2020-02-24	USA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637226/SRR11637226.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637342	SAMN14765008	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637342/SRR11637342.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637331	SAMN14765009	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637331/SRR11637331.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637320	SAMN14765010	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637320/SRR11637320.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637309	SAMN14765011	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637309/SRR11637309.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637276	SAMN14765014	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637276/SRR11637276.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637265	SAMN14765015	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637265/SRR11637265.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637350	SAMN14765016	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637350/SRR11637350.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637223	SAMN14765019	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637223/SRR11637223.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637201	SAMN14765021	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637201/SRR11637201.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637345	SAMN14765023	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637345/SRR11637345.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637344	SAMN14765024	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637344/SRR11637344.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637340	SAMN14765027	WA State Department of Health	2020-03-13	USA: Washington	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637340/SRR11637340.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637279	SAMN14765076	NYC Department of Health and Mental Hygiene	2020-03-04	USA: New York	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637279/SRR11637279.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637278	SAMN14765077	MA State Public Health Laboratory	2020-03-04	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637278/SRR11637278.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637277	SAMN14765078	MA State Public Health Laboratory	2020-03-04	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637277/SRR11637277.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637275	SAMN14765079	MA State Public Health Laboratory	2020-03-05	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637275/SRR11637275.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637274	SAMN14765080	MA State Public Health Laboratory	2020-03-05	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637274/SRR11637274.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637273	SAMN14765081	MA State Public Health Laboratory	2020-03-05	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637273/SRR11637273.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637270	SAMN14765084	SC Dept of Health and Env. Control-Bureau of Laboratories	2020-03-07	USA: South Carolina	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637270/SRR11637270.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637269	SAMN14765085	SC Dept of Health and Env. Control-Bureau of Laboratories	2020-03-05	USA: South Carolina	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11637/SRR11637269/SRR11637269.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637267	SAMN14765087	SC Dept of Health and Env. Control-Bureau of Laboratories	2020-03-07	USA: South Carolina	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637267/SRR11637267.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637266	SAMN14765088	VA-Division of Consolidated Laboratory Services	2020-03-06	USA: Virginia	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637266/SRR11637266.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637264	SAMN14765089	MA State Public Health Laboratory	2020-03-06	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637264/SRR11637264.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637263	SAMN14765090	MA State Public Health Laboratory	2020-03-06	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637263/SRR11637263.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637262	SAMN14765091	MA State Public Health Laboratory	2020-03-06	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637262/SRR11637262.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637261	SAMN14765092	MA State Public Health Laboratory	2020-03-06	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637261/SRR11637261.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637260	SAMN14765093	MA State Public Health Laboratory	2020-03-06	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637260/SRR11637260.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637259	SAMN14765094	MA State Public Health Laboratory	2020-03-06	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637259/SRR11637259.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637258	SAMN14765095	MA State Public Health Laboratory	2020-03-05	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11637/SRR11637258/SRR11637258.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637257	SAMN14765096	MA State Public Health Laboratory	2020-03-05	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR011/11637/SRR11637257/SRR11637257.lite.1	AMPLICON	OXFORD_NANOPORE
SRR11637256	SAMN14765097	MA State Public Health Laboratory	2020-03-07	USA: Massachusetts	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11637/SRR11637256/SRR11637256.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4084870	SAMEA6807739		2020-04-03	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4084/ERR4084870/ERR4084870.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4084876	SAMEA6807747		2020-04-03	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4084/ERR4084876/ERR4084876.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082068	SAMEA6807749		2020-04-02	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082068/ERR4082068.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082080	SAMEA6807761		2020-04-01	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082080/ERR4082080.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082083	SAMEA6807764		2020-04-01	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082083/ERR4082083.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082214	SAMEA6807774		2020-03-12	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4082/ERR4082214/ERR4082214.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082453	SAMEA6807899		2020-04-04	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082453/ERR4082453.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4084905	SAMEA6807904		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4084/ERR4084905/ERR4084905.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082458	SAMEA6807905		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082458/ERR4082458.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4084908	SAMEA6807909		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4084/ERR4084908/ERR4084908.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4084910	SAMEA6807911		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4084/ERR4084910/ERR4084910.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082461	SAMEA6807913		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082461/ERR4082461.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4084916	SAMEA6807919		2020-03-26	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4084/ERR4084916/ERR4084916.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082472	SAMEA6807928		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082472/ERR4082472.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082477	SAMEA6807932		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082477/ERR4082477.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082481	SAMEA6807936		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082481/ERR4082481.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082482	SAMEA6807937		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082482/ERR4082482.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082495	SAMEA6807949		2020-04-07	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082495/ERR4082495.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082502	SAMEA6807956		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082502/ERR4082502.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082508	SAMEA6807962		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082508/ERR4082508.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082509	SAMEA6807963		2020-04-04	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082509/ERR4082509.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082511	SAMEA6807965		2020-04-07	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082511/ERR4082511.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082515	SAMEA6807970		2020-04-07	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082515/ERR4082515.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082524	SAMEA6807982		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082524/ERR4082524.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082525	SAMEA6807984		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082525/ERR4082525.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082530	SAMEA6807989		2020-03-26	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082530/ERR4082530.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082532	SAMEA6807991		2020-03-27	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082532/ERR4082532.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082539	SAMEA6807999		2020-04-08	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082539/ERR4082539.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082543	SAMEA6808004		2020-04-10	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082543/ERR4082543.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082545	SAMEA6808007		2020-04-07	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082545/ERR4082545.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082551	SAMEA6808014		2020-04-05	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082551/ERR4082551.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082557	SAMEA6808019		2020-04-07	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082557/ERR4082557.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082558	SAMEA6808020		2020-04-06	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082558/ERR4082558.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082610	SAMEA6808044		2020-04-08	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082610/ERR4082610.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082618	SAMEA6808051		2020-04-09	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082618/ERR4082618.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082622	SAMEA6808055		2020-04-09	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082622/ERR4082622.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082628	SAMEA6808061		2020-04-09	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082628/ERR4082628.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082629	SAMEA6808062		2020-04-09	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082629/ERR4082629.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082630	SAMEA6808063		2020-04-09	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082630/ERR4082630.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082667	SAMEA6808064		2020-04-10	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082667/ERR4082667.lite.1	AMPLICON	OXFORD_NANOPORE
ERR4082668	SAMEA6808101		2020-04-10	England	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4082/ERR4082668/ERR4082668.lite.1	AMPLICON	OXFORD_NANOPORE
